1	-1.5297192895276446
2	-2.3961532652275763
3	-2.9029846503627814
4	-3.262587240927508
5	-3.54151668007027
6	-3.769418626062713
7	-3.9621069758467864
8	-4.129021216627439
9	-4.276250011197919
10	-4.407950655770202
11	-4.527088380525608
12	-4.635852601762645
13	-4.735905986354566
14	-4.828540951546718
15	-4.914782040905407
16	-4.995455192327371
17	-5.071235969597915
18	-5.1426839868978504
19	-5.210268013485695
20	-5.2743846314701335
21	-5.335372336681923
22	-5.39352235622554
23	-5.449087059439082
24	-5.502286577462576
25	-5.553314070612895
26	-5.602339962054497
27	-5.649515372033056
28	-5.694974927246649
29	-5.738839077010737
30	-5.781216016605338
31	-5.822203295134077
32	-5.861889168027304
33	-5.900353741360745
34	-5.937669945297847
35	-5.973904366389412
36	-6.009117962597782
37	-6.043366680332926
38	-6.076701989185627
39	-6.109171347189703
40	-6.140818607170066
41	-6.17168437290803
42	-6.201806312381855
43	-6.231219434144598
44	-6.259956331925471
45	-6.288047401740544
46	-6.315521035139014
47	-6.342403791665218
48	-6.3687205531625075
49	-6.394494662165928
50	-6.419748046312828
51	-6.444501330433052
52	-6.468773937754428
53	-6.492584181467796
54	-6.515949347732988
55	-6.538885771068234
56	-6.561408902946582
57	-6.583533374320832
58	-6.605273052710668
59	-6.626641094409794
60	-6.64764999230527
61	-6.6683116197442835
62	-6.688637270834009
63	-6.7086376975170605
64	-6.728323143727234
65	-6.74770337689719
66	-6.7667877170606765
67	-6.7855850637663515
68	-6.804103920997778
69	-6.822352420274219
70	-6.8403383420893435
71	-6.858069135829289
72	-6.875551938297714
73	-6.892793590963134
74	-6.909800656032857
75	-6.926579431448032
76	-6.943135964885558
77	-6.95947606684475
78	-6.975605322889634
79	-6.991529105111422
80	-7.007252582869997
81	-7.022780732868194
82	-7.038118348607961
83	-7.053270049273392
84	-7.068240288081786
85	-7.08303336014054
86	-7.097653409844529
87	-7.112104437845874
88	-7.126390307625403
89	-7.14051475169282
90	-7.154481377440476
91	-7.168293672673707
92	-7.181955010838945
93	-7.195468655969215
94	-7.208837767365149
95	-7.222065404028321
96	-7.23515452886244
97	-7.248108012656873
98	-7.2609286378658595
99	-7.273619102195882
100	-7.28618202201276
