1	1.4741360395319743
2	3.5950721269228536
3	4.917911011465748
4	5.857946728621587
5	6.625462567627285
6	7.295605610819827
7	7.901152441020762
8	8.459368047866999
9	8.980669906990803
10	9.471966118169314
11	9.938152648390187
12	10.382870835413055
13	10.808928491901465
14	11.218551963802664
15	11.613546106085057
16	11.995400703179664
17	12.365364024355122
18	12.724495295333021
19	13.073703132723956
20	13.413774335087805
21	13.745395869387025
22	14.06917194384239
23	14.385637460707795
24	14.695268754523552
25	14.99849226288387
26	15.295691600482645
27	15.587213384533834
28	15.87337207272285
29	16.154454012206145
30	16.43072085236822
31	16.70241244009061
32	16.969749290805638
33	17.232934709267415
34	17.492156619139724
35	17.747589149014576
36	17.999394013501625
37	18.247721720959504
38	18.492712633828322
39	18.734497903034743
40	18.97320029432902
41	19.20893492148617
42	19.441809898918635
43	19.671926924292514
44	19.899381800128687
45	20.1242649020365
46	20.346661600117347
47	20.56665263914814
48	20.78431448237574
49	20.999719623097167
50	21.212936867644814
